FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75
528,574.373,227.167,492.033,336.03,433.088,342.057,0.0,0.0,0.0,0.0,553.797,318.474,618.524,433.112,692.203,506.727,0.0,0.0,0.0,0.0,809.982,530.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.804,218.262,0.0,0.0,486.142,244.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.592,1313.24,268.283,1319.1,268.433,1413.21,362.508,1489.84,338.895,1310.28,265.334,0.0,0.0,1430.98,386.013,0.0,0.0,1348.45,468.536,1492.81,424.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.727,0.0,0.0,1351.36,200.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.38,653.947,1363.19,842.29,1236.71,836.405,1157.23,1021.8,0.0,0.0,1489.79,854.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,639.168,1380.95,633.355,1295.5,689.189,1419.2,674.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,574.386,227.165,492.044,336.024,433.087,342.051,494.978,524.349,0.0,0.0,553.812,318.467,615.651,430.249,692.173,506.721,0.0,0.0,0.0,0.0,809.99,530.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.792,218.278,571.368,203.66,486.156,244.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.595,1313.26,268.252,1321.96,268.424,1413.22,362.593,1492.6,338.899,1310.28,262.493,0.0,0.0,0.0,0.0,0.0,0.0,1348.44,468.479,1492.82,424.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.729,0.0,0.0,1351.38,200.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.956,1360.35,842.319,1236.71,836.432,1163.12,1021.89,0.0,0.0,1489.76,854.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.02,639.227,1380.95,636.215,1295.52,689.232,1421.95,677.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,574.375,227.161,491.994,336.0,433.076,342.051,500.83,524.42,0.0,0.0,553.79,318.453,618.529,433.12,692.194,506.747,0.0,0.0,0.0,0.0,809.81,533.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.789,218.259,0.0,0.0,486.147,244.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.595,1313.25,268.27,1319.12,268.437,1410.27,362.62,1489.83,338.929,1310.29,262.498,0.0,0.0,0.0,0.0,0.0,0.0,1345.53,471.407,1492.84,424.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.726,0.0,0.0,1351.36,200.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.41,656.815,1363.19,842.314,1236.72,836.356,1160.15,1021.85,0.0,0.0,1489.81,854.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.01,642.059,1380.96,636.242,1295.54,689.278,1421.95,677.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,574.381,227.142,492.011,336.051,433.108,344.894,500.814,530.322,0.0,0.0,553.747,318.414,618.485,433.075,692.218,506.74,0.0,0.0,0.0,0.0,809.88,533.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.795,218.258,0.0,0.0,486.156,244.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.585,1316.13,268.289,1319.05,271.172,1416.15,362.61,1492.61,338.888,1316.13,265.298,0.0,0.0,0.0,0.0,1348.54,456.789,1348.43,471.397,1492.8,424.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.719,0.0,0.0,1351.36,200.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.936,1363.23,842.344,1236.73,836.435,1163.02,1021.87,0.0,0.0,1489.79,854.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.01,639.192,1380.95,633.355,1295.51,689.207,1419.21,674.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,574.401,227.139,492.024,336.045,433.102,344.854,497.938,530.311,0.0,0.0,553.774,318.43,615.573,430.226,692.199,506.727,0.0,0.0,0.0,0.0,809.957,530.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.807,218.248,0.0,0.0,486.13,244.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.6,1316.12,268.291,1319.05,271.181,1416.17,362.553,1492.6,338.915,1316.1,262.499,0.0,0.0,0.0,0.0,1348.45,459.56,1345.55,471.461,1492.83,424.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.727,0.0,0.0,1351.36,200.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.39,653.95,1363.22,842.306,1236.71,836.419,1157.18,1021.84,0.0,0.0,1489.81,853.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,639.198,1380.94,633.35,1295.51,689.197,1419.21,674.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,574.406,227.136,492.055,336.002,433.135,342.042,0.0,0.0,0.0,0.0,553.811,318.439,615.623,430.228,692.222,506.722,0.0,0.0,0.0,0.0,812.768,530.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.794,218.241,0.0,0.0,486.144,244.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.6,1316.1,268.259,1321.96,268.411,1413.29,362.507,1489.84,338.933,1310.31,265.308,0.0,0.0,1430.92,386.068,0.0,0.0,1336.72,477.315,1492.82,424.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.724,0.0,0.0,1351.36,200.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.43,653.958,1363.25,842.3,1236.72,836.339,1151.32,1024.69,0.0,0.0,1492.62,856.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.03,642.018,1380.96,636.195,1295.55,689.27,1421.95,674.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,574.392,227.144,492.046,336.054,433.13,344.867,492.007,527.27,0.0,0.0,553.783,318.44,615.639,430.247,692.223,506.732,0.0,0.0,0.0,0.0,812.765,530.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.803,218.274,0.0,0.0,486.161,244.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.598,1316.14,268.279,1321.97,268.445,1416.14,362.575,1492.59,338.919,1313.2,265.314,0.0,0.0,1430.89,386.101,1348.47,459.603,1345.59,474.314,1492.81,424.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.721,0.0,0.0,1351.36,200.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.43,653.972,1363.24,842.324,1236.74,836.37,1157.2,1021.86,0.0,0.0,1492.6,856.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.03,639.226,1380.97,636.195,1295.55,689.25,1421.95,674.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,574.386,227.138,492.047,336.073,433.13,344.878,494.965,527.398,0.0,0.0,553.785,318.437,615.672,433.012,692.25,506.75,0.0,0.0,0.0,0.0,809.879,530.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.806,218.26,0.0,0.0,486.155,244.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.581,1316.16,268.264,1319.12,268.422,1416.14,362.478,1492.6,338.918,1316.1,265.308,0.0,0.0,1430.89,386.103,1348.51,459.574,1348.43,471.433,1492.8,424.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.705,0.0,0.0,1351.37,200.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.953,1366.15,842.292,1236.73,836.404,1160.15,1021.87,0.0,0.0,1492.6,854.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.02,639.196,1380.95,636.188,1295.53,689.221,1421.93,677.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,574.403,227.15,492.02,336.032,433.103,344.828,497.9,530.342,0.0,0.0,553.762,318.427,618.475,433.034,692.242,506.763,0.0,0.0,0.0,0.0,812.772,530.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.814,218.251,0.0,0.0,486.156,244.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.591,1316.14,268.249,1319.07,268.413,1416.25,362.51,1492.63,338.905,1313.23,262.494,0.0,0.0,1428.04,386.162,1351.33,456.771,1348.49,468.537,1492.8,421.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.707,0.0,0.0,1351.37,200.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.41,653.941,1366.12,842.3,1236.74,836.392,1160.17,1021.85,0.0,0.0,1489.82,854.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.04,639.197,1380.96,636.19,1295.54,689.219,1421.93,677.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,574.412,227.155,492.014,336.072,433.089,344.905,503.729,533.293,0.0,0.0,553.746,318.417,618.469,433.075,692.259,506.774,0.0,0.0,0.0,0.0,809.831,533.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.815,218.258,0.0,0.0,486.151,244.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.586,1319.05,268.253,1316.15,268.418,1416.24,362.515,1492.63,338.915,1322.03,265.308,0.0,0.0,1428.07,386.12,1351.44,456.723,1348.53,468.481,1492.8,421.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.708,0.0,0.0,1351.36,200.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.958,1363.21,842.284,1236.74,836.363,1160.08,1021.84,0.0,0.0,1489.75,854.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.03,639.233,1380.95,636.2,1295.54,689.244,1421.93,674.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,574.397,227.161,492.029,338.816,433.111,344.938,494.921,533.203,0.0,0.0,553.758,318.424,618.487,433.034,692.229,506.757,0.0,0.0,0.0,0.0,806.988,536.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.801,218.256,0.0,0.0,486.162,244.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.59,1316.13,268.237,1316.14,268.397,1416.15,362.404,1492.58,338.918,1316.16,262.48,0.0,0.0,1427.98,386.102,1348.46,459.56,1342.64,474.324,1492.79,424.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.11,197.711,0.0,0.0,1351.36,200.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.42,653.927,1363.24,842.272,1236.77,836.384,1163.07,1021.84,0.0,0.0,1489.75,854.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.71,639.2,1380.96,636.186,1295.54,689.232,1421.93,674.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,574.376,227.136,492.043,338.848,433.107,347.791,0.0,0.0,0.0,0.0,553.762,318.405,618.483,430.26,692.248,506.753,0.0,0.0,0.0,0.0,809.919,533.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.794,218.249,0.0,0.0,486.164,244.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.83,206.584,1313.24,268.226,1316.16,268.359,1413.23,359.541,1489.81,338.927,1313.18,262.491,0.0,0.0,1427.97,386.106,1345.52,459.619,1339.65,477.247,1492.83,424.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.717,0.0,0.0,1351.35,200.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.955,1363.25,842.292,1236.71,836.387,1160.12,1021.87,0.0,0.0,1489.82,854.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.03,639.189,1380.95,636.187,1295.5,689.197,1419.21,674.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,574.375,227.164,492.025,336.075,433.113,344.919,0.0,0.0,0.0,0.0,553.752,318.407,615.629,430.193,692.238,506.754,0.0,0.0,0.0,0.0,809.8,536.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.791,218.271,0.0,0.0,486.163,244.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,209.428,1313.25,268.225,1319.04,268.367,1416.21,362.414,1489.81,338.925,1313.17,262.489,0.0,0.0,1427.98,386.118,1345.56,459.6,1342.61,474.33,1492.8,421.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.733,0.0,0.0,1351.36,200.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.41,653.948,1363.24,842.297,1236.73,836.387,1160.16,1021.89,0.0,0.0,1489.79,854.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.72,639.203,1380.95,636.207,1295.53,689.206,1421.93,674.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,574.364,227.169,492.009,336.041,433.113,344.842,0.0,0.0,0.0,0.0,553.746,318.434,615.608,430.22,692.182,506.732,0.0,0.0,0.0,0.0,809.828,536.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.779,218.271,0.0,0.0,486.152,244.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.565,1316.1,268.224,1319.08,268.359,1413.24,362.448,1489.82,338.92,1313.18,262.48,0.0,0.0,1427.95,386.113,0.0,0.0,1336.76,477.269,1492.8,421.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.706,0.0,0.0,1351.35,200.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.4,653.954,1363.21,839.415,1236.74,836.273,1163.03,1021.82,0.0,0.0,1489.76,854.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.04,642.009,1380.94,636.189,1295.54,689.239,1421.94,674.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,574.345,227.203,491.985,336.063,433.06,344.914,0.0,0.0,0.0,0.0,553.746,318.437,615.638,430.187,692.196,506.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.764,218.32,0.0,0.0,486.146,244.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.564,1316.11,268.214,1319.03,268.359,1407.34,359.628,1489.78,338.951,1316.1,262.458,0.0,0.0,1427.98,386.096,0.0,0.0,1333.86,477.316,1492.83,424.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.704,0.0,0.0,1351.35,200.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.37,653.955,1363.25,842.273,1236.74,836.385,1163.0,1021.85,0.0,0.0,1489.77,854.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.04,639.188,1380.94,636.192,1295.52,689.183,1419.2,674.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,574.347,227.197,492.028,338.814,433.097,344.939,497.888,527.296,0.0,0.0,553.756,318.448,615.575,430.211,692.17,506.734,0.0,0.0,0.0,0.0,812.834,530.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.749,218.32,0.0,0.0,486.141,244.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.565,1316.1,268.238,1316.19,268.393,1410.34,362.481,1489.84,338.96,1316.11,262.456,0.0,0.0,1428.01,386.097,1345.57,459.569,1342.63,474.31,1492.84,421.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.706,0.0,0.0,1351.35,200.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.36,653.969,1363.25,842.237,1236.76,836.429,1163.02,1021.87,0.0,0.0,1489.75,853.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.02,639.189,1380.93,633.353,1295.52,689.193,1419.2,674.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,574.347,227.172,492.012,336.068,433.093,344.924,486.191,524.366,0.0,0.0,553.757,318.425,615.632,430.169,692.19,506.729,0.0,0.0,0.0,0.0,809.891,533.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.758,218.303,0.0,0.0,486.151,244.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.549,1313.24,268.233,1319.03,268.384,1413.28,362.377,1489.84,338.927,1310.31,262.489,0.0,0.0,1427.92,386.111,1342.65,459.619,1339.71,474.369,1492.84,424.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.692,0.0,0.0,1351.35,200.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.41,653.985,1363.23,842.265,1236.76,836.333,1160.14,1021.89,0.0,0.0,1489.78,854.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.04,639.232,1380.95,636.201,1295.55,689.245,1421.95,674.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,574.363,227.189,492.033,336.054,433.103,344.847,489.109,524.347,0.0,0.0,553.777,318.464,618.497,433.041,692.215,506.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.765,218.305,0.0,0.0,486.127,244.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.85,206.545,1313.25,268.248,1319.06,268.405,1416.23,362.447,1492.62,338.92,1313.16,262.478,0.0,0.0,1427.98,386.106,0.0,0.0,1339.7,474.363,1492.84,421.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.687,0.0,0.0,1351.35,200.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.37,653.977,1363.21,842.268,1236.75,836.371,1163.13,1024.71,0.0,0.0,1489.78,854.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.02,639.227,1380.95,636.204,1295.57,689.254,1421.95,677.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,574.357,227.193,492.033,338.816,433.104,344.925,494.946,530.281,0.0,0.0,553.755,318.436,618.488,433.038,692.253,506.778,0.0,0.0,0.0,0.0,809.956,533.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.763,218.326,0.0,0.0,486.132,244.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.86,206.553,1316.09,268.239,1319.06,268.387,1410.35,362.439,1492.58,338.935,1313.19,262.479,0.0,0.0,1427.99,386.096,0.0,0.0,1339.69,474.306,1492.84,424.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,197.693,0.0,0.0,1351.35,200.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.34,653.944,1363.23,842.231,1236.77,836.37,1163.08,1021.82,0.0,0.0,1489.77,854.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.01,639.158,1380.92,633.302,1295.51,689.189,1421.92,674.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,574.35,227.216,492.014,336.062,433.092,344.868,0.0,0.0,0.0,0.0,553.749,318.414,615.662,430.242,692.254,506.785,0.0,0.0,0.0,0.0,809.977,530.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.745,218.326,568.551,203.701,486.132,244.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.84,206.571,1316.09,268.237,1319.05,268.382,1407.42,362.417,1489.83,338.976,1313.18,262.497,0.0,0.0,1428.04,386.07,0.0,0.0,1339.71,474.321,1492.82,421.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.7,0.0,0.0,1351.36,200.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.36,653.949,1363.19,842.228,1236.75,836.379,1166.06,1021.89,0.0,0.0,1489.71,853.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.03,639.197,1380.94,636.194,1295.53,689.21,1421.92,674.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,574.344,227.227,492.057,338.831,433.108,344.896,0.0,0.0,0.0,0.0,553.755,318.434,618.481,433.036,692.227,506.764,0.0,0.0,0.0,0.0,812.885,530.208,0.0,0.0,0.0,0.0,809.903,465.53,0.0,0.0,550.762,218.342,0.0,0.0,486.111,244.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.83,206.569,1316.09,268.229,1319.08,268.38,1398.56,362.479,1489.71,341.8,1313.16,262.47,0.0,0.0,1439.72,383.148,0.0,0.0,1342.64,471.393,1492.84,424.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,197.703,0.0,0.0,1351.35,200.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.36,653.96,1363.22,842.33,1236.7,836.367,1160.1,1024.7,0.0,0.0,1492.6,856.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.01,639.238,1380.95,636.227,1295.56,689.262,1421.93,677.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
